product_id,product_name,region,shipping_date,country,city,subcategory,customer_id,customer_name,province,category,customer_type,row_id,shipping_standard,shipping_status,order_id,order_date,profit,days_before_shipping_actual,days_before_shipping_planned,discount,amount,sales,predicted_sales
技术-Telephone-10000698,"思科 充电器, 蓝色",E,2020/5/23,中国,上海,Telephone,徐虢-13600,徐虢,上海,Technology,Business,2130,标准级,提前装运,CN-2020-3230543,2020/5/19,243,4,￥6,0%,2,6080,"￥9,105"
家具-Chair-10000671,"Hon 折叠椅, 黑色",SW,2020/5/27,中国,昆明,Chair,倪芬-12790,倪芬,云南,Furniture,Small Business,2131,二级,准时装运,CN-2020-1756643,2020/5/24,92,3,￥3,0%,5,1843,"￥2,760"
家具-Utensil-10003733,"Deflect-O 闹钟, 黑色",SW,2020/5/27,中国,昆明,Utensil,倪芬-12790,倪芬,云南,Furniture,Small Business,2132,二级,准时装运,CN-2020-1756643,2020/5/24,197,3,￥3,0%,3,704,"￥1,055"
办公用-Label-10002765,"Novimex 可去除的Label, 可调",N,2022/6/17,中国,北京,Label,曹欢-14200,曹欢悦,北京,Office Supplies,Small Business,2133,标准级,提前装运,CN-2022-4676940,2022/6/13,1,4,￥6,0%,1,36,￥54
办公用-Label-10003597,"Smead 文件夹Label, 可调",N,2022/6/17,中国,北京,Label,曹欢-14200,曹欢悦,北京,Office Supplies,Small Business,2134,标准级,提前装运,CN-2022-4676940,2022/6/13,30,4,￥6,0%,2,63,￥95
办公用-系固-10004197,"OIC 回形针, 每包 12 个",N,2022/6/17,中国,北京,Fastener,曹欢-14200,曹欢悦,北京,Office Supplies,Small Business,2135,标准级,提前装运,CN-2022-4676940,2022/6/13,27,4,￥6,0%,3,194,￥291
办公用-Art-10002159,"BIC 钢笔, 金属",N,2022/6/17,中国,北京,Art,曹欢-14200,曹欢悦,北京,Office Supplies,Small Business,2136,标准级,提前装运,CN-2022-4676940,2022/6/13,139,4,￥6,0%,4,290,￥434
技术-Equipment-10002438,"StarTech 打印机, 多色",N,2022/6/17,中国,北京,Equipment,曹欢-14200,曹欢悦,北京,Technology,Small Business,2137,标准级,提前装运,CN-2022-4676940,2022/6/13,1076,4,￥6,0%,3,3586,"￥5,371"
办公用-Envelope-10003279,"Kraft 邮寄品, 每套 50 个",N,2022/6/17,中国,北京,Envelope,曹欢-14200,曹欢悦,北京,Office Supplies,Small Business,2138,标准级,提前装运,CN-2022-4676940,2022/6/13,78,4,￥6,0%,5,879,"￥1,316"
技术-复印-10004145,"Hewlett 无线传真机, 红色",N,2022/6/17,中国,北京,Copier,曹欢-14200,曹欢悦,北京,Technology,Small Business,2139,标准级,提前装运,CN-2022-4676940,2022/6/13,777,4,￥6,0%,2,3532,"￥5,289"
家具-Utensil-10003344,"Advantus 闹钟, 耐用",N,2020/3/1,中国,呼和浩特,Utensil,范宁-18685,范宁,内蒙古,Furniture,Small Business,2140,标准级,延迟装运,US-2020-5579979,2020/2/22,-27,8,￥6,40%,2,271,￥406
办公用-Envelope-10003687,"Cameo 局间Envelope, 红色",N,2020/3/1,中国,呼和浩特,Envelope,范宁-18685,范宁,内蒙古,Office Supplies,Small Business,2141,标准级,延迟装运,US-2020-5579979,2020/2/22,104,8,￥6,0%,4,951,"￥1,425"
家具-Bookshelf-10002807,"Safco 墙角架, 金属",N,2020/3/1,中国,呼和浩特,Bookshelf,范宁-18685,范宁,内蒙古,Furniture,Small Business,2142,标准级,延迟装运,US-2020-5579979,2020/2/22,437,8,￥6,40%,7,2919,"￥4,371"
办公用-系固-10002504,"Stockwell 订书钉, 混合尺寸",N,2020/3/1,中国,呼和浩特,Fastener,范宁-18685,范宁,内蒙古,Office Supplies,Small Business,2143,标准级,延迟装运,US-2020-5579979,2020/2/22,-46,8,￥6,40%,3,69,￥104
办公用-收纳-10004913,"Eldon 文件车, 金属",N,2022/12/8,中国,良乡,Storage Tool,卢伟-21520,卢伟,北京,Office Supplies,Consumer,2144,标准级,延迟装运,CN-2022-2448028,2022/12/1,693,7,￥6,0%,3,1777,"￥2,662"
办公用-Label-10002900,"Novimex 合法证物Label, 白色",N,2022/12/8,中国,良乡,Label,卢伟-21520,卢伟,北京,Office Supplies,Consumer,2145,标准级,延迟装运,CN-2022-2448028,2022/12/1,50,7,￥6,0%,3,147,￥220
办公用-Paper-10004686,"SanDisk 信纸, 多色",SW,2020/1/19,中国,内江,Paper,邓秋-11590,邓秋,四川,Office Supplies,Business,2146,二级,延迟装运,CN-2020-2491194,2020/1/14,188,5,￥3,0%,3,698,"￥1,045"
家具-Bookshelf-10002576,"Sauder 古典Bookshelf, 传统",SW,2020/1/19,中国,内江,Bookshelf,邓秋-11590,邓秋,四川,Furniture,Business,2147,二级,延迟装运,CN-2020-2491194,2020/1/14,-916,5,￥3,40%,3,3662,"￥5,485"
办公用-装订-10000219,"Ibico Binding Machine, 回收",SW,2020/1/19,中国,内江,Binding Machine,邓秋-11590,邓秋,四川,Office Supplies,Business,2148,二级,延迟装运,CN-2020-2491194,2020/1/14,-30,5,￥3,40%,5,222,￥332
家具-Bookshelf-10004880,"宜家 书库, 白色",S,2021/6/11,中国,襄樊,Bookshelf,邓实-20245,邓实,湖北,Furniture,Consumer,2149,标准级,提前装运,CN-2021-4988987,2021/6/7,-820,4,￥6,40%,4,4098,"￥6,137"
技术-Telephone-10004671,"苹果 信号增强器, 全尺寸",NE,2021/10/14,中国,吉林市,Telephone,秦刚-13075,秦刚,吉林,Technology,Business,2150,标准级,延迟装运,CN-2021-3028018,2021/10/7,1384,7,￥6,0%,5,3219,"￥4,820"
办公用-装订-10001158,"Avery Binding Machine盖, 实惠",N,2022/6/2,中国,秦皇岛,Binding Machine,彭娜-18550,彭娜,河北,Office Supplies,Consumer,2151,一级,延迟装运,CN-2022-2575295,2022/5/30,15,3,￥1,0%,5,258,￥387
家具-Bookshelf-10002881,"Safco Bookshelf, 白色",N,2022/6/2,中国,秦皇岛,Bookshelf,彭娜-18550,彭娜,河北,Furniture,Consumer,2152,一级,延迟装运,CN-2022-2575295,2022/5/30,1449,3,￥1,0%,5,3535,"￥5,294"
办公用-Label-10004607,"Novimex 合法证物Label, 红色",S,2021/10/15,中国,武汉,Label,彭安-10225,彭安,湖北,Office Supplies,Business,2153,标准级,准时装运,CN-2021-3551529,2021/10/9,3,6,￥6,0%,3,144,￥216
技术-Telephone-10000462,"思科 音频基座, 混合尺寸",E,2022/8/25,中国,宁波,Telephone,李康-15385,李康,浙江,Technology,Consumer,2154,标准级,提前装运,US-2022-5235171,2022/8/21,-803,4,￥6,40%,3,1553,"￥2,326"
办公用-Envelope-10000491,"Jiffy 搭扣Envelope, 回收",E,2022/8/25,中国,宁波,Envelope,李康-15385,李康,浙江,Office Supplies,Consumer,2155,标准级,提前装运,US-2022-5235171,2022/8/21,7,4,￥6,0%,2,68,￥102
技术-复印-10003306,"Hewlett 传真Copier, 每套两件",NE,2020/6/11,中国,长春,Copier,熊临-17410,熊临耀,吉林,Technology,Consumer,2156,标准级,延迟装运,CN-2020-5359666,2020/6/4,180,7,￥6,0%,1,900,"￥1,348"
办公用-Tool-10003725,"Breville 搅拌机, 银色",E,2019/10/21,中国,宁波,Tool,韩莞-13255,韩莞颖,浙江,Office Supplies,Small Business,2157,一级,延迟装运,CN-2019-5671165,2019/10/18,356,3,￥1,40%,12,3057,"￥4,579"
家具-Chair-10000128,"Novimex 沙滩椅, 可调",E,2021/12/12,中国,淮南,Chair,蒋安-10120,蒋安,安徽,Furniture,Small Business,2158,标准级,延迟装运,CN-2021-2052338,2021/12/5,27,7,￥6,0%,6,1357,"￥2,032"
办公用-系固-10004197,"OIC 回形针, 每包 12 个",E,2021/12/12,中国,淮南,Fastener,蒋安-10120,蒋安,安徽,Office Supplies,Small Business,2159,标准级,延迟装运,CN-2021-2052338,2021/12/5,36,7,￥6,0%,4,259,￥387
技术-Telephone-10002221,"苹果 音频基座, 全尺寸",NW,2019/3/25,中国,平凉,Telephone,冯丽-15775,冯丽,甘肃,Technology,Consumer,2160,标准级,准时装运,US-2019-3569049,2019/3/19,-79,6,￥6,40%,5,2355,"￥3,526"
办公用-Art-10002911,"Stanley 荧光笔, 金属",NW,2019/3/25,中国,平凉,Art,冯丽-15775,冯丽,甘肃,Office Supplies,Consumer,2161,标准级,准时装运,US-2019-3569049,2019/3/19,-76,6,￥6,80%,2,30,￥45
办公用-Paper-10004686,"SanDisk 信纸, 多色",S,2021/9/23,中国,百色,Paper,沈光-13450,沈光,广西,Office Supplies,Small Business,2162,二级,提前装运,CN-2021-1753680,2021/9/21,188,2,￥3,0%,3,698,"￥1,045"
办公用-系固-10004444,"Stockwell 回形针, 金属",S,2021/9/23,中国,百色,Fastener,沈光-13450,沈光,广西,Office Supplies,Small Business,2163,二级,提前装运,CN-2021-1753680,2021/9/21,76,2,￥3,0%,3,196,￥294
家具-Chair-10002837,"Office Star 折叠椅, 可调",N,2019/12/14,中国,太原,Chair,李康-15385,李康,山西,Furniture,Consumer,2164,标准级,准时装运,CN-2019-2558627,2019/12/8,123,6,￥6,0%,2,879,"￥1,317"
家具-Chair-10004390,"SAFCO 扶手椅, 每套两件",N,2019/12/14,中国,太原,Chair,李康-15385,李康,山西,Furniture,Consumer,2165,标准级,准时装运,CN-2019-2558627,2019/12/8,2034,6,￥6,0%,2,4328,"￥6,481"
办公用-Label-10003689,"Avery 圆形Label, 耐用",N,2019/12/14,中国,太原,Label,李康-15385,李康,山西,Office Supplies,Consumer,2166,标准级,准时装运,CN-2019-2558627,2019/12/8,85,6,￥6,0%,5,176,￥263
办公用-Paper-10004825,"施乐 令, 回收",E,2021/9/19,中国,烟台,Paper,罗婵-10960,罗婵,山东,Office Supplies,Consumer,2167,二级,提前装运,CN-2021-2872339,2021/9/17,33,2,￥3,0%,3,368,￥550
办公用-Tool-10002760,"Hoover 搅拌机, 红色",S,2021/5/11,中国,沙市,Tool,彭婉-21370,彭婉,湖北,Office Supplies,Business,2168,标准级,准时装运,CN-2021-5360498,2021/5/5,54,6,￥6,40%,2,544,￥815
办公用-系固-10003118,"Accos 图钉, 混合尺寸",S,2021/5/11,中国,沙市,Fastener,彭婉-21370,彭婉,湖北,Office Supplies,Business,2169,标准级,准时装运,CN-2021-5360498,2021/5/5,-15,6,￥6,40%,2,62,￥93
办公用-Label-10004567,"Smead 有色Label, 红色",S,2021/6/15,中国,阳江,Label,邵娜-18565,邵娜,广东,Office Supplies,Small Business,2170,标准级,提前装运,CN-2021-2491194,2021/6/10,30,5,￥6,0%,1,60,￥90
技术-Telephone-10002973,"摩托罗拉 办公室Telephone机, 全尺寸",S,2020/9/7,中国,蒲庙,Telephone,夏松-20665,夏松,广西,Technology,Small Business,2171,标准级,提前装运,CN-2020-2468928,2020/9/3,941,4,￥6,0%,6,2045,"￥3,063"
办公用-Tool-10001263,"Breville 冰箱, 红色",N,2022/7/12,中国,丰镇,Tool,楚宣-20845,楚宣,内蒙古,Office Supplies,Consumer,2172,标准级,提前装运,US-2022-1969167,2022/7/7,-194,5,￥6,40%,2,2908,"￥4,355"
办公用-装订-10001394,"Avery 订书机, 实惠",N,2022/7/12,中国,丰镇,Binding Machine,楚宣-20845,楚宣,内蒙古,Office Supplies,Consumer,2173,标准级,提前装运,US-2022-1969167,2022/7/7,-164,5,￥6,40%,4,547,￥819
家具-Chair-10002532,"Hon 椅垫, 可调",SW,2021/1/7,中国,自贡,Chair,施平-19180,施平,四川,Furniture,Small Business,2174,标准级,延迟装运,CN-2020-2330839,2020/12/31,54,7,￥6,40%,2,325,￥487
办公用-装订-10001078,"Ibico 订书机, 回收",SW,2021/1/7,中国,自贡,Binding Machine,施平-19180,施平,四川,Office Supplies,Small Business,2175,标准级,延迟装运,CN-2020-2330839,2020/12/31,-5,7,￥6,40%,1,145,￥217
家具-Bookshelf-10004730,"Sauder Bookshelf, 金属",SW,2021/1/7,中国,自贡,Bookshelf,施平-19180,施平,四川,Furniture,Small Business,2176,标准级,延迟装运,CN-2020-2330839,2020/12/31,-232,7,￥6,40%,2,819,"￥1,227"
办公用-装订-10004132,"Cardinal 孔加固材料, 实惠",SW,2021/1/7,中国,自贡,Binding Machine,施平-19180,施平,四川,Office Supplies,Small Business,2177,标准级,延迟装运,CN-2020-2330839,2020/12/31,-34,7,￥6,40%,5,75,￥112
办公用-Tool-10000084,"KitchenAid 烤面包机, 黑色",E,2021/9/13,中国,宁海,Tool,余德-12100,余德,浙江,Office Supplies,Small Business,2178,一级,延迟装运,CN-2021-4497265,2021/9/10,-20,3,￥1,40%,1,237,￥355
家具-Chair-10002161,"Harbour Creations 摇椅, 每套两件",E,2021/9/13,中国,宁海,Chair,余德-12100,余德,浙江,Furniture,Small Business,2179,一级,延迟装运,CN-2021-4497265,2021/9/10,-28,3,￥1,40%,1,418,￥626
办公用-装订-10003982,"Cardinal Label, 耐用",E,2021/9/13,中国,宁海,Binding Machine,余德-12100,余德,浙江,Office Supplies,Small Business,2180,一级,延迟装运,CN-2021-4497265,2021/9/10,2,3,￥1,40%,3,74,￥110
办公用-Paper-10002204,"Enermax 信纸, 回收",NE,2019/5/18,中国,四平,Paper,巩德-12070,巩德,吉林,Office Supplies,Small Business,2181,标准级,准时装运,CN-2019-1958951,2019/5/12,256,6,￥6,0%,9,1974,"￥2,957"
办公用-装订-10003079,"Acco Label, 实惠",S,2022/8/25,中国,信阳,Binding Machine,何安-10135,何安,河南,Office Supplies,Small Business,2182,标准级,提前装运,CN-2022-1391849,2022/8/20,55,5,￥6,0%,3,120,￥180
办公用-收纳-10000319,"Rogers 锁柜, 单宽度",NW,2021/9/6,中国,石河子,Storage Tool,罗婵-10960,罗婵,新疆,Office Supplies,Consumer,2183,二级,准时装运,CN-2021-4188418,2021/9/3,652,3,￥3,0%,3,2963,"￥4,438"
办公用-Paper-10004671,"Enermax 信纸, 优质",NE,2019/1/14,中国,牡丹江,Paper,方蔓-17950,方蔓楚,黑龙江,Office Supplies,Consumer,2184,二级,延迟装运,CN-2019-5895003,2019/1/10,66,4,￥3,0%,1,220,￥329
办公用-Paper-10001526,"Enermax 备忘录便条, 回收",NE,2019/1/14,中国,牡丹江,Paper,方蔓-17950,方蔓楚,黑龙江,Office Supplies,Consumer,2185,二级,延迟装运,CN-2019-5895003,2019/1/10,106,4,￥3,0%,7,509,￥762
办公用-Envelope-10004832,"Kraft 商业Envelope, 银色",NW,2020/11/29,中国,汉中,Envelope,汤欢-14185,汤欢悦,陕西,Office Supplies,Consumer,2186,标准级,准时装运,CN-2020-3028018,2020/11/23,108,6,￥6,0%,3,264,￥395
办公用-Art-10000800,"Boston 记号笔, 金属",NE,2022/1/12,中国,鹤岗,Art,邹涛-21265,邹涛,黑龙江,Office Supplies,Business,2187,标准级,提前装运,CN-2022-5907567,2022/1/8,185,4,￥6,20%,9,928,"￥1,390"
办公用-系固-10001361,"Accos 橡皮筋, 整包",NE,2020/2/3,中国,恒山,Fastener,袁栋-12355,袁栋,黑龙江,Office Supplies,Consumer,2188,一级,延迟装运,CN-2020-3223872,2020/2/1,28,2,￥1,0%,3,234,￥350
办公用-Envelope-10002839,"GlobeWeis 外皮和封条, 红色",NE,2020/2/3,中国,恒山,Envelope,袁栋-12355,袁栋,黑龙江,Office Supplies,Consumer,2189,一级,延迟装运,CN-2020-3223872,2020/2/1,171,2,￥1,0%,3,349,￥523
办公用-Supplies-10004456,"Fiskars 大剪刀, 锯齿状",S,2021/6/11,中国,浯溪,Supplies,程雯-21655,程雯,湖南,Office Supplies,Consumer,2190,二级,延迟装运,CN-2021-1397931,2021/6/7,254,4,￥3,0%,3,621,￥930
办公用-Art-10003325,"Stanley 记号笔, 蓝色",S,2021/6/11,中国,浯溪,Art,程雯-21655,程雯,湖南,Office Supplies,Consumer,2191,二级,延迟装运,CN-2021-1397931,2021/6/7,31,4,￥3,20%,5,414,￥621
办公用-Label-10002137,"Harbour Creations 运输Label, 白色",S,2021/6/11,中国,浯溪,Label,程雯-21655,程雯,湖南,Office Supplies,Consumer,2192,二级,延迟装运,CN-2021-1397931,2021/6/7,12,4,￥3,0%,2,107,￥160
家具-Bookshelf-10001035,"Bush 柜, 金属",S,2021/6/11,中国,浯溪,Bookshelf,程雯-21655,程雯,湖南,Furniture,Consumer,2193,二级,延迟装运,CN-2021-1397931,2021/6/7,1499,4,￥3,0%,9,5999,"￥8,984"
办公用-Supplies-10000026,"Fiskars 开信刀, 工业",S,2022/6/20,中国,韶关,Supplies,戴立-16885,戴立,广东,Office Supplies,Consumer,2194,一级,准时装运,CN-2022-5821791,2022/6/19,59,1,￥1,0%,1,138,￥207
办公用-装订-10001901,"Cardinal Label, 实惠",S,2022/6/20,中国,韶关,Binding Machine,戴立-16885,戴立,广东,Office Supplies,Consumer,2195,一级,准时装运,CN-2022-5821791,2022/6/19,17,1,￥1,0%,2,68,￥101
办公用-Envelope-10000504,"Cameo 邮寄品, 回收",SW,2021/3/13,中国,绵阳,Envelope,康娇-14680,康娇,四川,Office Supplies,Consumer,2196,二级,延迟装运,CN-2021-4719760,2021/3/9,28,4,￥3,0%,1,172,￥258
家具-Bookshelf-10003505,"Sauder Bookshelf, 白色",SW,2021/3/13,中国,绵阳,Bookshelf,康娇-14680,康娇,四川,Furniture,Consumer,2197,二级,延迟装运,CN-2021-4719760,2021/3/9,-272,4,￥3,40%,3,1254,"￥1,879"
办公用-装订-10001078,"Ibico 订书机, 回收",SW,2021/3/13,中国,绵阳,Binding Machine,康娇-14680,康娇,四川,Office Supplies,Consumer,2198,二级,延迟装运,CN-2021-4719760,2021/3/9,-30,4,￥3,40%,6,870,"￥1,303"
办公用-Envelope-10004134,"Ames 搭扣Envelope, 红色",NE,2022/8/19,中国,沈阳,Envelope,葛蔓-17980,葛蔓楚,辽宁,Office Supplies,Business,2199,二级,提前装运,CN-2022-4195213,2022/8/17,39,2,￥3,0%,3,150,￥225
家具-Chair-10003329,"SAFCO 椅垫, 每套两件",NE,2022/8/19,中国,沈阳,Chair,葛蔓-17980,葛蔓楚,辽宁,Furniture,Business,2200,二级,提前装运,CN-2022-4195213,2022/8/17,-679,2,￥3,40%,9,1564,"￥2,342"
办公用-Paper-10000928,"Eaton 令, 每包 12 个",N,2019/7/31,中国,沧州,Paper,唐忠-11545,唐忠,河北,Office Supplies,Business,2202,二级,延迟装运,CN-2019-1640388,2019/7/27,92,4,￥3,0%,2,286,￥429
办公用-Tool-10000427,"Hoover 咖啡研磨机, 黑色",S,2022/6/11,中国,玉林,Tool,夏惠-14320,夏惠英,广西,Office Supplies,Consumer,2203,一级,准时装运,CN-2022-4902997,2022/6/10,277,1,￥1,0%,3,955,"￥1,430"
技术-Telephone-10004871,"三星 充电器, 蓝色",S,2022/3/5,中国,云阳,Telephone,秦君-15175,秦君,河南,Technology,Small Business,2204,一级,延迟装运,CN-2022-3350819,2022/3/3,2374,2,￥1,0%,5,14844,"￥22,230"
家具-Bookshelf-10003676,"Dania 墙角架, 传统",S,2022/3/5,中国,云阳,Bookshelf,秦君-15175,秦君,河南,Furniture,Small Business,2205,一级,延迟装运,CN-2022-3350819,2022/3/3,290,2,￥1,0%,3,1709,"￥2,559"
办公用-Paper-10002363,"施乐 笔记本, 优质",S,2022/3/5,中国,云阳,Paper,秦君-15175,秦君,河南,Office Supplies,Small Business,2206,一级,延迟装运,CN-2022-3350819,2022/3/3,59,2,￥1,0%,2,246,￥369
办公用-装订-10000364,"Ibico 孔加固材料, 耐用",S,2020/8/24,中国,韶关,Binding Machine,苏冬-12430,苏冬露,广东,Office Supplies,Small Business,2207,标准级,提前装运,CN-2020-5672005,2020/8/20,18,4,￥6,0%,1,40,￥59
办公用-系固-10003670,"Advantus 按钉, 混合尺寸",S,2020/8/24,中国,韶关,Fastener,苏冬-12430,苏冬露,广东,Office Supplies,Small Business,2208,标准级,提前装运,CN-2020-5672005,2020/8/20,50,4,￥6,0%,2,111,￥166
办公用-Envelope-10002009,"GlobeWeis 邮寄品, 回收",S,2020/8/24,中国,韶关,Envelope,苏冬-12430,苏冬露,广东,Office Supplies,Small Business,2209,标准级,提前装运,CN-2020-5672005,2020/8/20,139,4,￥6,0%,2,349,￥522
办公用-Tool-10002023,"Breville 冰箱, 白色",S,2020/8/24,中国,韶关,Tool,苏冬-12430,苏冬露,广东,Office Supplies,Small Business,2210,标准级,提前装运,CN-2020-5672005,2020/8/20,266,4,￥6,0%,1,2415,"￥3,616"
办公用-Art-10001817,"Stanley 速写本, 混合尺寸",E,2021/9/21,中国,临海,Art,钟丽-15760,钟丽,浙江,Office Supplies,Small Business,2211,标准级,提前装运,US-2021-3285234,2021/9/16,-414,5,￥6,80%,3,133,￥200
家具-Utensil-10001578,"Deflect-O 闹钟, 一包多件",NE,2021/9/20,中国,凌源,Utensil,田武-21895,田武,辽宁,Furniture,Business,2212,一级,延迟装运,US-2021-2841000,2021/9/18,65,2,￥1,40%,7,987,"￥1,479"
办公用-系固-10004160,"Accos 按钉, 每包 12 个",S,2020/6/28,中国,深圳,Fastener,郝绅-19930,郝绅,广东,Office Supplies,Consumer,2213,一级,延迟装运,CN-2020-4641447,2020/6/26,0,2,￥1,0%,4,260,￥390
家具-Utensil-10004563,"Rubvermaid 相框, 耐用",S,2020/6/28,中国,深圳,Utensil,郝绅-19930,郝绅,广东,Furniture,Consumer,2214,一级,延迟装运,CN-2020-4641447,2020/6/26,50,2,￥1,0%,2,455,￥682
技术-复印-10001533,"惠普 个人Copier, 数字化",N,2019/4/13,中国,定州,Copier,杨立-16600,杨立勤,河北,Technology,Business,2215,标准级,准时装运,CN-2019-2936253,2019/4/7,659,6,￥6,0%,3,1735,"￥2,598"
家具-Chair-10000270,"Novimex 凳子, 黑色",S,2021/9/8,中国,三亚,Chair,巩光-13435,巩光,海南,Furniture,Consumer,2216,标准级,提前装运,CN-2021-1361457,2021/9/3,408,5,￥6,10%,6,4083,"￥6,115"
办公用-Paper-10003542,"SanDisk 信纸, 每包 12 个",S,2021/9/8,中国,三亚,Paper,巩光-13435,巩光,海南,Office Supplies,Consumer,2217,标准级,提前装运,CN-2021-1361457,2021/9/3,225,5,￥6,0%,4,981,"￥1,469"
办公用-收纳-10004292,"Rogers 文件车, 工业",E,2021/5/11,中国,上海,Storage Tool,薛立-16675,薛立伟,上海,Office Supplies,Business,2218,标准级,提前装运,CN-2021-5252007,2021/5/7,928,4,￥6,0%,5,3315,"￥4,965"
办公用-装订-10001029,"Ibico 订书机, 实惠",E,2021/5/11,中国,上海,Binding Machine,薛立-16675,薛立伟,上海,Office Supplies,Business,2219,标准级,提前装运,CN-2021-5252007,2021/5/7,86,4,￥6,0%,1,240,￥359
办公用-Art-10000848,"Boston 记号笔, 整包",SW,2020/9/29,中国,成都,Art,田磊-16120,田磊,四川,Office Supplies,Small Business,2220,标准级,提前装运,US-2020-1108121,2020/9/25,-164,4,￥6,80%,3,75,￥112
办公用-装订-10001901,"Cardinal Label, 实惠",SW,2020/9/29,中国,成都,Binding Machine,田磊-16120,田磊,四川,Office Supplies,Small Business,2221,标准级,提前装运,US-2020-1108121,2020/9/25,-24,4,￥6,40%,5,102,￥152
办公用-系固-10003826,"Accos 回形针, 整包",S,2022/11/11,中国,梅州,Fastener,何安-10135,何安,广东,Office Supplies,Small Business,2222,标准级,提前装运,CN-2022-4927110,2022/11/6,48,5,￥6,0%,2,131,￥196
家具-Bookshelf-10003505,"Sauder Bookshelf, 白色",E,2022/10/27,中国,滕州,Bookshelf,梁梦-18220,梁梦,山东,Furniture,Consumer,2223,标准级,提前装运,US-2022-5835982,2022/10/23,376,4,￥6,0%,2,1394,"￥2,087"
技术-复印-10002364,"Hewlett Copier, 每套两件",E,2022/3/31,中国,杭州,Copier,牛惠-14410,牛惠,浙江,Technology,Small Business,2224,标准级,提前装运,CN-2022-1246652,2022/3/27,258,4,￥6,40%,3,2215,"￥3,317"
技术-复印-10002555,"惠普 无线传真机, 数字化",E,2022/3/31,中国,杭州,Copier,牛惠-14410,牛惠,浙江,Technology,Small Business,2225,标准级,提前装运,CN-2022-1246652,2022/3/27,-4434,4,￥6,40%,8,8061,"￥12,072"
办公用-Envelope-10001165,"Ames 局间Envelope, 每套 50 个",E,2022/3/31,中国,杭州,Envelope,牛惠-14410,牛惠,浙江,Office Supplies,Small Business,2226,标准级,提前装运,CN-2022-1246652,2022/3/27,38,4,￥6,0%,2,421,￥631
办公用-Supplies-10004482,"Kleencut 尺子, 锯齿状",SW,2020/4/12,中国,昆明,Supplies,孟斯-20980,孟斯云,云南,Office Supplies,Business,2227,二级,延迟装运,CN-2020-5774848,2020/4/7,72,5,￥3,0%,3,144,￥215
办公用-Art-10002911,"Stanley 荧光笔, 金属",SW,2020/4/12,中国,昆明,Art,孟斯-20980,孟斯云,云南,Office Supplies,Business,2228,二级,延迟装运,CN-2020-5774848,2020/4/7,151,5,￥3,0%,7,521,￥781
家具-Chair-10004343,"Novimex 椅垫, 黑色",SW,2020/4/12,中国,昆明,Chair,孟斯-20980,孟斯云,云南,Furniture,Business,2229,二级,延迟装运,CN-2020-5774848,2020/4/7,60,5,￥3,0%,6,1509,"￥2,261"
办公用-Paper-10001302,"Eaton 笔记本, 优质",SW,2020/4/12,中国,昆明,Paper,孟斯-20980,孟斯云,云南,Office Supplies,Business,2230,二级,延迟装运,CN-2020-5774848,2020/4/7,38,5,￥3,0%,1,124,￥186
家具-Utensil-10001796,"Eldon 灯泡, 黑色",S,2020/12/3,中国,洛阳,Utensil,曹丽-16510,曹丽娜,河南,Furniture,Consumer,2231,二级,准时装运,CN-2020-4433229,2020/11/30,52,3,￥3,0%,1,118,￥176
办公用-装订-10004132,"Cardinal 孔加固材料, 实惠",NE,2019/12/1,中国,沈阳,Binding Machine,赵芳-12730,赵芳,辽宁,Office Supplies,Consumer,2232,二级,提前装运,US-2019-4186426,2019/11/29,-20,2,￥3,40%,3,45,￥67
办公用-装订-10004939,"Ibico 打孔机, 耐用",NE,2020/2/4,中国,大连,Binding Machine,佟斯-21025,佟斯云,辽宁,Office Supplies,Small Business,2233,二级,延迟装运,US-2020-3964185,2020/1/30,-376,5,￥3,40%,7,626,￥938
办公用-装订-10000765,"Wilson Jones 孔加固材料, 回收",NE,2020/2/4,中国,大连,Binding Machine,佟斯-21025,佟斯云,辽宁,Office Supplies,Small Business,2234,二级,延迟装运,US-2020-3964185,2020/1/30,-9,5,￥3,40%,1,14,￥21
技术-Telephone-10003432,"三星 音频基座, 蓝色",NE,2020/2/4,中国,大连,Telephone,佟斯-21025,佟斯云,辽宁,Technology,Small Business,2235,二级,延迟装运,US-2020-3964185,2020/1/30,-1363,5,￥3,40%,7,3270,"￥4,897"
办公用-Tool-10000022,"Hoover 冰箱, 白色",S,2022/5/10,中国,深圳,Tool,楚宣-20845,楚宣,广东,Office Supplies,Consumer,2236,标准级,准时装运,CN-2022-1973789,2022/5/4,4894,6,￥6,0%,4,9789,"￥14,660"
家具-Chair-10004899,"Hon 凳子, 每套两件",E,2019/4/8,中国,胶州,Chair,葛毅-12505,葛毅,山东,Furniture,Consumer,2237,标准级,延迟装运,CN-2019-3813285,2019/4/1,1207,7,￥6,0%,6,4645,"￥6,957"
办公用-Envelope-10004437,"Jiffy 局间Envelope, 回收",E,2019/4/8,中国,胶州,Envelope,葛毅-12505,葛毅,山东,Office Supplies,Consumer,2238,标准级,延迟装运,CN-2019-3813285,2019/4/1,17,7,￥6,0%,4,844,"￥1,265"
家具-Chair-10002415,"Novimex 摇椅, 红色",E,2019/4/8,中国,胶州,Chair,葛毅-12505,葛毅,山东,Furniture,Consumer,2239,标准级,延迟装运,CN-2019-3813285,2019/4/1,552,7,￥6,0%,3,1840,"￥2,756"
